hh_num,community_factor,age,sex_factor,race_factor,marriage_factor,housesize,property_factor,energy_factor,income,waterperson_factor,drinking,multiple,share,treat_domestic2,treat_drinking2,storage,cistern_elevated2,days_noservice,hours_noservice,intermittency
1005,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,none,none,store,no,4,22,162
1006,Borbon,47-60,hombre,mestizo,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,none,none,store,no,4,20,156
1016,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,none,none,store,no,4,22,162
1022,Borbon,<36,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,none,none,store,no,4,22,162
1025,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,>394,Adult woman,Bottled water,single,no,none,none,store,no,4,20,156
1031,Borbon,>60,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,none,none,store,no,4,20,156
1034,Borbon,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Large (more than 6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,2,16,128
1035,Borbon,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),No,Interrupted,>394,Adult woman,Bottled water,single,yes,treatment,none,store,no,2,16,128
1036,Borbon,36-46,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,>394,Adult woman,Bottled water,single,no,treatment,none,store,no,2,16,128
1037,Borbon,36-46,mujer/otro,mestizo,casado.o.union.libre,Small (up to 3),No,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,no,2,16,128
1038,Borbon,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,No bottled water,single,no,none,none,store,no,2,18,138
1040,Borbon,36-46,mujer/otro,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,>394,Adult man,Bottled water,single,no,none,none,store,no,5,16,152
1041,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,6,21,165
1042,Borbon,<36,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,2,16,128
1044,Borbon,47-60,mujer/otro,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult man,No bottled water,multiple,no,none,none,store,no,2,16,128
1046,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,2,16,128
1049,Borbon,>60,hombre,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult man,No bottled water,multiple,no,none,none,no store,no,2,16,128
1053,Borbon,36-46,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,2,16,128
1057,Borbon,>60,hombre,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),No,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,no store,no,2,16,128
1059,Borbon,36-46,hombre,mestizo,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,none,none,store,no,4,22,162
1062,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,4,18,150
1065,Borbon,>60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,No bottled water,multiple,no,none,none,store,no,4,19,153
1067,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,yes,5,18,156
1070,Borbon,36-46,mujer/otro,mestizo,casado.o.union.libre,Small (up to 3),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,none,none,store,no,5,24,168
1072,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,>394,Adult woman,Bottled water,single,no,treatment,treatment,no store,yes,3,19,148
1073,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,4,18,150
1074,Borbon,36-46,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,none,store,no,5,18,156
1075,Borbon,36-46,hombre,afro-ecuatoriano,soltero,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,Bottled water,single,no,treatment,treatment,no store,no,3,21,156
1077,Borbon,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,multiple,no,treatment,none,store,no,5,21,162
1078,Borbon,>60,hombre,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,<= $394,Adult man,No bottled water,single,no,none,none,no store,no,2,16,128
1079,Borbon,47-60,mujer/otro,mestizo,soltero,Small (up to 3),Yes,Interrupted,<= $394,Adult woman,No bottled water,single,no,none,none,no store,no,0,19,133
1081,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Continuous,>394,Adult woman,No bottled water,single,no,none,treatment,no store,no,4,12,132
1084,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult man,Bottled water,single,no,treatment,none,store,no,6,0,144
1085,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,single,yes,treatment,none,store,no,4,19,153
1088,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,treatment,none,store,no,4,22,162
1089,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),No,Continuous,>394,Adult woman,Bottled water,single,no,none,none,store,no,3,23,164
1094,Borbon,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult woman,No bottled water,single,no,treatment,treatment,store,no,5,21,162
1095,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult man,Bottled water,multiple,no,none,none,store,no,5,21,162
1096,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,4,20,156
1099,Borbon,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Continuous,<= $394,Adult woman,No bottled water,single,no,none,none,no store,no,2,11,103
1100,Borbon,>60,mujer/otro,mestizo,soltero,Small (up to 3),No,Continuous,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,2,9,93
1103,Borbon,<36,mujer/otro,mestizo,soltero,Large (more than 6),Yes,Continuous,>394,Adult woman,Bottled water,single,no,treatment,none,store,no,5,21,162
1105,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Large (more than 6),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,7,24,168
1106,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
1108,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Large (more than 6),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,no store,yes,7,24,168
1109,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,store,yes,7,24,168
1110,Borbon,36-46,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Large (more than 6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,4,20,156
1111,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Medium (4-6),No,Continuous,Skipped,Adult man,Bottled water,single,no,none,none,store,no,4,23,165
1114,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Continuous,<= $394,Adult man,No bottled water,single,no,none,none,store,no,7,18,168
1117,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,no store,no,5,0,120
1118,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,7,24,168
1121,Borbon,<36,mujer/otro,mestizo,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,none,none,no store,no,4,18,150
1124,Borbon,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,treatment,store,no,7,24,168
1128,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,5,12,144
1130,Borbon,36-46,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,none,treatment,store,no,4,22,162
1133,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,5,12,144
1135,Borbon,36-46,mujer/otro,mestizo,soltero,Medium (4-6),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,no,7,24,168
1136,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,no store,yes,5,20,160
1137,Borbon,>60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,no,7,24,168
1142,Borbon,36-46,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,>394,Adult woman,Bottled water,single,no,none,none,store,no,5,12,144
1143,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,7,24,168
1145,Borbon,36-46,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,>394,Adult woman,Bottled water,single,no,none,none,store,no,7,24,168
1146,Borbon,36-46,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,4,12,132
1147,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,7,24,168
1148,Borbon,<36,hombre,mestizo,casado.o.union.libre,Small (up to 3),No,Interrupted,<= $394,Adult man,Bottled water,multiple,no,none,none,store,no,7,24,168
1149,Borbon,36-46,mujer/otro,mestizo,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,no store,yes,5,19,158
1151,Borbon,<36,mujer/otro,mestizo,soltero,Small (up to 3),Yes,Continuous,>394,Adult woman,Bottled water,single,no,none,none,store,no,4,20,156
1152,Borbon,<36,mujer/otro,mestizo,soltero,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,7,24,168
1159,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,none,store,no,7,24,168
1162,Borbon,36-46,mujer/otro,mestizo,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,treatment,store,yes,6,21,165
1163,Borbon,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,7,24,168
1167,Borbon,<36,mujer/otro,mestizo,soltero,Small (up to 3),Yes,Continuous,>394,Adult woman,Bottled water,single,no,none,none,no store,no,7,24,168
1169,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,3,18,144
1171,Borbon,<36,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,none,store,no,6,22,166
1172,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,7,24,168
1177,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,no,7,24,168
1180,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),No,Continuous,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,4,22,162
1182,Borbon,36-46,hombre,mestizo,soltero,Medium (4-6),Yes,Continuous,>394,Adult woman,Bottled water,single,no,treatment,none,store,no,5,21,162
1184,Borbon,<36,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,none,store,no,5,23,166
1187,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,>394,Adult woman,Bottled water,multiple,no,treatment,none,store,no,5,23,166
1188,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,7,24,168
1189,Borbon,47-60,mujer/otro,mestizo,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,none,store,no,5,18,156
1194,Borbon,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),No,Interrupted,<= $394,Adult woman,Bottled water,multiple,no,treatment,none,store,no,0,17,119
1209,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,>394,Adult woman,Bottled water,single,no,treatment,none,store,no,7,24,168
1211,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,<= $394,Adult woman,No bottled water,multiple,no,none,none,no store,no,0,19,133
1238,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,6,21,165
1239,Borbon,>60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,4,18,150
1247,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,<= $394,Adult woman,Bottled water,multiple,no,none,none,store,no,7,24,168
1250,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult woman,Bottled water,multiple,no,treatment,none,store,no,7,24,168
1251,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),No,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,no,7,24,168
1273,Borbon,<36,mujer/otro,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,5,20,160
1278,Borbon,>60,mujer/otro,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,treatment,none,store,no,4,18,150
1280,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,store,no,5,0,120
1284,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,>394,Adult man,Bottled water,multiple,no,none,none,store,no,5,21,162
1292,Borbon,47-60,hombre,mestizo,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,none,store,no,4,18,150
1294,Borbon,47-60,hombre,mestizo,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,20,152
1300,Borbon,<36,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,2,18,138
1308,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,none,no store,yes,5,18,156
1310,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,treatment,none,store,no,5,19,158
1314,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,<= $394,Adult man,No bottled water,multiple,no,none,none,store,no,7,24,168
1314,Borbon,>60,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,<= $394,Adult man,No bottled water,multiple,no,none,none,store,no,7,24,168
1318,Borbon,47-60,hombre,chachi,casado.o.union.libre,Large (more than 6),Yes,Continuous,<= $394,Adult woman,Bottled water,multiple,no,none,none,store,no,2,19,143
1320,Borbon,36-46,hombre,chachi,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,treatment,none,no store,yes,4,18,150
1321,Borbon,36-46,mujer/otro,chachi,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult woman,No bottled water,multiple,no,none,none,no store,no,2,19,143
1322,Borbon,47-60,mujer/otro,chachi,soltero,Medium (4-6),Yes,Continuous,<= $394,Adult woman,Bottled water,multiple,no,none,none,store,no,7,24,168
1323,Borbon,36-46,hombre,chachi,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult woman,No bottled water,multiple,no,none,none,store,no,1,17,126
1324,Borbon,>60,hombre,chachi,casado.o.union.libre,Large (more than 6),Yes,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,no,4,20,156
1326,Borbon,<36,hombre,chachi,casado.o.union.libre,Medium (4-6),No,Continuous,>394,Adult man,Bottled water,single,no,none,none,store,no,7,24,168
1327,Borbon,>60,hombre,chachi,casado.o.union.libre,Large (more than 6),Yes,Continuous,<= $394,Adult woman,No bottled water,multiple,no,none,none,store,no,2,20,148
1328,Borbon,36-46,hombre,chachi,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult man,No bottled water,single,no,none,none,store,no,5,9,138
1330,Borbon,36-46,hombre,chachi,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult woman,No bottled water,multiple,no,none,none,store,no,2,20,148
1332,Borbon,36-46,mujer/otro,chachi,casado.o.union.libre,Large (more than 6),Yes,Interrupted,<= $394,Adult man,Bottled water,single,no,treatment,none,store,no,3,22,160
1336,Borbon,36-46,hombre,chachi,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult man,Bottled water,single,no,treatment,none,no store,no,4,21,159
1337,Borbon,<36,hombre,chachi,casado.o.union.libre,Small (up to 3),No,Interrupted,<= $394,Adult man,No bottled water,single,no,treatment,none,no store,no,4,22,162
1337,Borbon,47-60,hombre,afro-ecuatoriano,soltero,Small (up to 3),No,Interrupted,<= $394,Adult man,No bottled water,single,no,treatment,none,no store,no,4,22,162
1340,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,No bottled water,multiple,no,none,none,store,no,6,20,164
1343,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,6,20,164
